content,label
저런식의 여론조성은 결국 남자들피해로 돌아옴 나중에 가봐라 진짜후회한다 여가부시발년들은 철지난 성교육으로 ㅈㄴ남자들은 이상성욕자니 니들이 성욕을 해소하는모든방법은 다 불법적이고음성적이다라고하는 마당에 뭐가 해결되겟냐ㅋㅋ 야동사이트도 다 막는 나라다 생각보다 더 병신같은생각을 윗대가리들은 하고있음,0.0
개최국은 자동진출.,0.0
혐짤표시해라 ㅅㅂ 기분 더럽노,0.0
정준영이 나이 많아서 너 싫어 하겠는데...무슨 헛소리냐,0.0
이와중 타짜는 일본감 ㅋㅋ정신빠진 녀ㄴ,0.0
성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.,0.0
응 너 똥차 꺼져,0.0
역시 한국인은 남 잘되는 꼴을 못 봐,0.0
얼굴 왜저래?,0.0
맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남퇘지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ㅋㅋ 역시 남자는 잘생기고 어리고 능력있고 봐야함~~,0.0
하여튼 전라도놈들은 뒷배가 좋아 ㅉㅉ,0.0
사인은 재앙이지 뭐,0.0
저런 새끼는 그냥 무인도에 조두순이랑 둘이살게해라,0.0
좌좀 정서만 없으면 ok,0.0
김일성이 중국말 러시아말을 하는 조선족짱깨라메?? 그거 보고 충격먹음 시발 지금 우리가 중국이랑 싸우고 있다는 거자나,0.0
노무현 실루엣이면 뭐 어쩌라구 놈현이 신이냐아주 어거지네,0.0
계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!,0.0
쓰레기는 쓰레기 취급을 당하는구나,0.0
재혼한지는 12주짼데 임신은 32주째면 ...하여간에,0.0
대가리를 밟혀봐야 정신드는 유형,0.0
어휴... 저 쓰레기젤을 빠는넘이있네고추 썪는다,0.0
요즘 신종사기가 이거임틀딱들이 40대 아줌매미 에게결혼하면 10억대 아파트 명의준다고 꼬심알고보면 빚이 10억이상임근데 좋다고 결혼해서 틀니노후 뒤치닥거리함물론 틀니뒤지면 이자못내서 나앉음노후대책 ㅆㅅㅌㅊ,0.0
기자 제목 다는 꼬라지도 극혐 어휴 여자네,0.0
저의자 내구도 존나 의심됨ㅋ글고 바닥에 고정도 아니네대가리가 있으면 저딴걸 설치할리가....,0.0
빨개이 새끼들 다 묻어버려야!,0.0
1절만해라 짤게에 또 글올리지말고 ㅋㅋㅋ,0.0
저정도 응디는 운동안해도 가능하다 시발 보정레깅스쳐입엇는데 저정도는 다 나와,0.0
결국 남자를 죽게 하는건 뇨쟈들...요즘 여자들 순결 지키고 한 남자 한테올인 하는 여자들 잇는지...원나잇 하는 세상에 ...여자들 니들은 남편 이랑할때 아다라시 엿나 ㅋㅋ,0.0
기레기. 길다가 돌맞는데 누가 가만히 있냐??? 쓰레기 어그로꾼 유트브정지당해야지 사회악이다,0.0
좌빨 영화 납시요 개돼지들 선동시키기 딱이요,0.0
조인성 연기 ㅈㄴ 못함 ㅇㅈ??,0.0
노령연금 무상진료 혜택보는 개돼지가 세금내는 우리보다 훨씬많아서 글쌔다,0.0
둘다 싸까지없고 둘다 똑같이 보임 바람핀놈이나 혼자당하기 억울하니 세상에 고자질르는 년이나 둘다 똑바로 사세요,0.0
뇌물먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.,0.0
왜이리 부들부들거리는거냐? ㅋ ㅋ ㅋ,0.0
애쌔끼 몽타쥐하곤 깝쭞깝쭉 주둥이질하고 자빠졌네 야 이놈아야 이쁜 부선이 망사빤스나 하나 사주고 뻰질이하고 물꽊꽊이놈 끌어내라,0.0
음주운전 시베리안 도그새끼. 그리고 아이 엄마는 아이들을 왜 밖에 기다리게 했는지도 이해 안간다.,0.0
뭔 핀란드야 ㅆ. ㅂ,0.0
장위안한테 카메라 들이대고 물어보면 재밌겠다. 만약에 중국 욕하면 장위안도 인체신비전에서 언제나 볼 수 있을텐데 ㅎㅎ,0.0
대깨문들은 국산차지 ㅋ,0.0
스포츠 머리 난이도 존내 높다.옆머리 뜨는 것은 다운펌하는게 맞다.셀프 컷 하면 뒷머리 좃같다.,0.0
오늘도 김치녀 출~동,0.0
섹스는 더불어 강간당한테 배워라. 그분야 최고 권위자 집단이다. ㅋ,0.0
이휘재 드디어 나갔냐? 이휘재 꼴 보기 싫어서 안봤는데 다시 봐야겠네~,0.0
학교다닐때 싹수 보이면 쳐맞고 개선되야 하는데 개조옻같은 학생인권 땜시 세상이 개판되고 있다. 자유가 남 인권 침해해도 되냐? 창작의 자유가 방종이냐? 쳐맞을것들 투성이다,0.0
니돈으로 갚아줘 대한민국 세금 남아도냐?? 미친 포퓰리즘이 나라 말아쳐먹는다.. 설마 저 말에 또 속으 표주는놈들 없겠지??,0.0
고 김주혁님 돌아가셨을때 김주혁님 기사로 인터넷 도배되니까 그 난리치던 엑소의 개집들이었지 아마? ㅋㅋ,0.0
죄없는 공익제보자 테러하면 집회가아니라 폭동일어날줄알아라 군필문베충들아 저게 군대에서 가능한일이냐? 감히상상조차 할수없는일인데,0.0
할말이 없노 ㅋㅋ 아이큐 두자릿수 예상한다,0.0
기레기넘 또 나섰네. 지금 쓰레기 배추량을 봐라. 조금이라도 줄여야 한다. 다른 기자들은 이렇게 안썼던데 완전 소비자 . 마켓팅하는 기업 다 망하는것처럼 썼네.. ㅎㅎ,0.0
좆같은 김치년들한테 선택받는게 메리트 있냐. 선택해도 거부다,0.0
하여간 흉기 언플 존나함. 이제 안먹히지 자국민이 호구도 아니고,0.0
누군지 밝히셈ㅋ 그리고 걘 연예계에서 영구퇴출가자 정유라랑 다를바없잖아ㅋ,0.0
니미 씹이나 차단해라.,0.0
ㅇㅇ 동탄아지매 2명이랑 만나봤지 뇌가없는대신 이쁘다,0.0
재앙이 오려나 참 미묘가 시기하네요,0.0
쓰벌 새끼들아 보지마 보면서 왜 작가들에게 상처를 주나,0.0
죽은 세월호 구원파 교주 유병언이 조까사위 딸로환생한듯,0.0
김원희는 왜 애를 않놓노 불임인가,0.0
ㅋㅋ 매갈페미년들 연하남은 커녕 그 성질에 평생 누구하나 사귈수도 없어보이는구만 ㅋㅋ,0.0
친선대사도 중졸에게는 시키지말자.,0.0
닥쳐 틀딱련아,0.0
우아 지오누나를 비방하더니 ㅋㅋ 이젠 생시람잡네 보수집권 멸망 아베대변인 주적은 북한이지만 니넨 쪽바리 제일 나쁘다는걸 명심해라,0.0
씨가일단좋아야하고 밭도좋아야한다,0.0
역시 더듬어내로남불새끼들 실망시키지않는구만 ㅋㅋ,0.0
윤서이니야 시시때때로 열폭하는 애라 그렇다지만 여기서 정우성까는 애들은 왜 그럼??? 유엔난민 홍보대사라서 SNS에 홍보 좀 한거갖고.. 윤서인 얘도 웃긴게 그러면 지도 평소에 입바른 소리라도 하든가.,0.0
개종자들,0.0
빠가야로~~ 안전하게 너희나 이빠이 쳐드세요!,0.0
가세연에서 퍼온거 보솤ㅋㅋ가세연 똥은 알지??가세연도 아줌마 부대가 점령 했더라김세의가 주예지 팬이라니까 아줌마들 부들부들,0.0
제목 읽기 개힘드네일단 ㅁㅈㅎ줌,0.0
그건 기술자가 아니라 기사다 개병신아 제발 좀 ㅋㅋ,0.0
Just way you are 빌리좆엘,0.0
각 집단마다 저런 쓰레기들 존나 많음.,0.0
누가 악플을 달긴? 80년대 최악의세대라불리어는 여자들이지.,0.0
빨갱이 새 끼 들,0.0
법부터가 지롤이네 법안 똑바로 안만드냐? 국개의원들..,0.0
존나 무섭내,0.0
리뷰 이천개 이상 달릴동안 4.8 유지해봤는데저런새끼들은 히스토리 들어가보면 어떤 가게든지 다 불만 투성이임다 버린데 개 병신같은 새끼 ㅋㅋㅋ병신 보존의 법칙이라 생각한다 물론 대응은 잘 해야지,0.0
백상까지 조작한 sm.문재인들어서고 방송 문화 경제등 비리와 부패가 더 심각하고 망하고있다.조작사기댜 sm비리와 조작으로 인기구걸하는데도 조사없는 문재인끌어내려야지,0.0
개돼지집단 개한민족의 실상. 사촌이 땅사면 배아픈 민족이라 앞에선 웃어도 뒤에서 호박씨 까는게 일상임. 소름돋는 개한민족 무섭다.,0.0
미쳣나????!!!! 다른사람이 빌린 돈을 왜 내가 낸 세금으로 갚아준다는 거야?! ㅁㅊ.. 개빡치네.아주 다 국가세금으로 니들 생색 다내고 저소득계층 사람들만 자기들 빚 갚아준다고 좋아라 하겠네..개빡친다고 신발ㅏㅏㅏ!!!,0.0
머찌네!년들은 금테 두르고.놈들은 노끈이냐?이게 진정 니까짓들이 추구하는 평등.공정.이냐?문빠 변신놈.년들아!,0.0
대깨문들은 죄다. 싸그리 한마리도 남김없이 잡아서. 똥통에 쳐넣고 농약에프킬라쥐약 락스청산가리술쳐먹고 오바이트 한것살충제유리가루 넣어서 애미추와 국조 인재문. 이 잡것들 주둥이에 쳐넣어야 하는디...,0.0
알고보니 이 미M친놈은 포풀리즘의 대마왕이었네,0.0
기자가 여자네요.. 화사가 저런 춤 추면 걸크러쉬라고 할거면서.. 그녀들의 이중성이란..,0.0
하늘같은 남편한테 반말하는것만 봐도 구해선이 죽일련이다 남편이 니 몸종이냐 밸아먹을논아,0.0
BBW 취향이긴한데 가슴은 빵빵해서 좋다 이기,0.0
ㅇㅎ 과거도 현재도 민족의식 애국심 존나 안드는건 마찬가진가지네,0.0
꽁초보다 역겨운 죄인이잠아,0.0
사진땜시 기분 잣같아져서 ㅁㅈㅎ,0.0
스트레스가 원인일듯 문재앙이 책임저라,0.0
실제로 김대중이라고 했는데 김재중이라고 한거라고 구라친거라는 생각은 안해봣노 ?,0.0
폐지가 답 전현무 꼴 베기 싫어,0.0
개돼지 대구민들 ㅜㅜ,0.0
네 다음 반일국뽕 폭도,0.0
ㅋㅋㅋ으이그... 진짜 정신병자들 많다,0.0
저런 놈년들 안봤으면 한다,0.0
일베좌파임.,0.0
다애미뒤진 새끼들이라그래,0.0
이색히들은 코로나종식했다더구만..짱개발 인천행 뱅기에 탑승한 짱개가 한국와서 우한폐렴확진받았으니..,0.0
마약중독에 성형중독에... 휴,0.0
MBC 이제는 폐업할때 . 좌빨의 선동만이 남아있는 쓰레기 .,0.0
못생겼으니 옷이라도 뻘겋게 입고 뻘건살 내놔야지 근데 극혐,0.0
지22럴 하네 남자가 봐도 심각?? 메갈련들이겟지 아님 기생충 박사같은 부류거나,0.0
개소리하면서 도망가지 말고 근거 가져와 씨발 새끼야 ㅋㅋㅎㅋㅋ,0.0
송혜교는 예쁜데 댓글이 너무 인위적이라 보니까 30-40대 비율ㅋㅋ역시 나이많은 여자는 나이많은 여자보고 예쁘다 하는구나,0.0
김구라 범죄자 모습같어,0.0
계속 제 잘난 맛에 사니 그렇지. 언젠가 크게 걸릴거야. 비싼 넌 일반인은 싸구려 기성복으로 보일테지. ''싼 게 비지떡이예요.'',0.0
ㄹㅇ 똑같은 업무지시를 해도 사람 진짜 존나 빡치게 만드는 재주가 있음,0.0
에효.. 니 직장이나 스와프해라 빙시나. 쪽팔려 어디 앞으로 글이나 써지겠냐. 종양이면 좃선이나 동악일보랑 스와프하면 되겠네. ㅉㅉ,0.0
혜경궁은 그냥 말만함. 실천을 안함 언론에 홍보비 주고 언플은 ㅈㄴ함,0.0
연기대상 못타니 연예대상 노리시는 분,0.0
여자 팔자 뒤웅박 팔자,0.0
참고로 여기서 매달리면 조온나 씨발되는거임많은 찐따들이 여기서 멈추질 못하고 존나 들이대다가 이불킥거리를 만드는거다. 난 다르다고 생각하지마. 열번 찍으면 되는 나무가 아니라 바위산이야.얼른 손떼고 딴년한테 들이대라. 과거 나에게 외치는 심정이다.,0.0
핀란드가 도대체 어디있어? 그냥 핀란드풍이라면 핀란드냐? 핀란드 스키부대 하강하면서 개머리판으로 이 기자새끼 인중을 치고 싶다.,0.0
현실성도 없고 티비 보고 그런 뚱보 짜리몽땅을 보고 농염 하다 생각 할 남자면 지 마누라를 하루밤에 열번 한다‼️‼️‼️‼️‼️‼️‼️‼️,0.0
이국종도 지난번에 욕처먹을짓 했잖아이재명 탄원서 제출한거 ㅋㅋㅋ난 그거 보고 아 저분도 그짝이겠다싶었다,0.0
최정훈도 꼭 퇴출시켜주세요잔나비 잔챙이 보컬 퇴출 운동 시작합시다 !,0.0
저위에 추잡한것 한놈과 한년 사진 내려라,0.0
ㅇㅈㅋㅋ 속으로는 ㅈㄴ게 찔리는일게이들인데,0.0
누군가는 똥을 쳐야하고 내가 치기싫으니까 똥치는 사람 배려해주자 하면 될걸 존나 어렵게 써놓았노 전국의 분뇨관련 종사자들이 들고 일어나면 온국토가 똥바다 되는거지,0.0
당직병을 쑤시면 황희만 바보 되는거 아니냐? 열심히 쑤셔라 문슬람. 역시 지능이 그 수준이냐?,0.0
생긴것도 참 드릅게 생깃네,0.0
문재인대통령님이 계시는 대한민국에 빌붙어 사는걸 축복받은줄알고 살아라 ~ 수구꼴통들아 ㅋㅋ 이런다고 공수처설치반대 정권교체가 된다고 보냐?? 꿈이야 꿈 😁😁 분수를 알아야쥐~감히 어디서 푸하하하,0.0
좌빨 인증하네 ㅉㅉ,0.0
진한 화장 화려한 외모 거부합니다. 탈 코르셋 운동 동참하지 않는 모든 여자 연예인들 불매합니다.,0.0
악마같은 쥐새끼들,0.0
대한민국은 김치녀들 입김이 너무 세다,0.0
이 무슨 여기가 80년대 초 조선이냐? 무슨 말같지도 않은 소릴 하냐! ㅆ ㅂ 같잖아서,0.0
나라가온통 재앙이다 기생충 빨갱이 앵벌이 천국이다 박근혜대통령때는 이정도는 아닌데 한마디로 개판이다,0.0
그러니까 살찐거 컴플이라고 개솔찍찍 하지마 살찐여자들아 키작은거랑 머리빠지는거 노력1도 못하는 그런게 진짜 컴플이지,0.0
정말 거지같은인간들이다 사실을 왜 자꾸 어거지인지..피해망상인가? 민주당 이것밖엔 안되었나?전정부나 현정부나..국민들 위하는것들은 없다지네들 권력맛만 알지...쓰레기들,0.0
또 중간에 말꼬리 짤라서 ... 무식쟁이들 흥분시킬려고 ZR한다 조센찌라시... 마지막수단으로 살아볼려고 고금리에 손을 대는 열시미 살아온 영세민들을 보호해보자는거자나~~ 국가 존재목적이자나~~공정경제 고 시ㅂㅅ꺄~,0.0
맞는말했구만 근데 용접은 뭐 쉬운줄아나? 7등급이하 머가리가 용접하면 파이프터져 철아작나고 ㅋㅋㅋ글고 말은똑바로 하자 7등급 이하 머가리가 먼수로 호주가서 영어하냐? 바디토킹으로??,0.0
잘생긴 육성재 대신 팬들을 위해 니가 군대 두번 가는건 어떻니?,0.0
친일앞잡이매국당 놈들이지머.,0.0
홍어야,0.0
베충이 시무룩 ㅋㅋ,0.0
아저씨 3명이서 우리 지은이 여기저기 어루만져주겠네 ㄷㄷㄷ,0.0
이 친구 암은다 나앗나?? 옮으면 큰일인데..,0.0
네이버 좆선일 일베 징글징글,0.0
누가보면 셜리가 살해된줄 ㅋㅋ좃무현 자살찬양 좌빨 방송국 수준하곤 ㅋㅋ자살한것들은 욕먹어도 싸다,0.0
쪽바리 고 홈,0.0
AV도 가능할려나 ㅋㅋ,0.0
의새새끼들 다 기어 쳐나왔네디비자고 새벽같이일어나 일해라 노예놈들아,0.0
오왕...... 박효신 몇번째 억닥위로 꿀꺽한거에는 반대 이야기도 들어야한다고 해놓고 60만원에는 씹선비 기준 적용하는고 보소 ㅋㅋ 니도 꼭 겪어보길 바람,0.0
그럼 땅에 뭍으라고??? 뭐 어떻게 하라고저런덴 쓰레기 수거를 안해 병신아,0.0
웹툰 작가들 하나같이 쓰레기집단이냐 ㅡㅡ,0.0
내 글을 유일하게 이해한 새끼가 나타났네,0.0
인사는 무슨 인상만 존나 쓰는데,0.0
안궁금해 E뇬ㅇr,0.0
남들 다가는 군대 ㅈㄴ시끄럽네ㅠㅋㅋ,0.0
꽃뱀들 본보기로 처형해라,0.0
미친놈들이네..,0.0
이때다 싶어서 편피노들 활개치고 다니네 ㅋㅋ,0.0
남자는 어릴수록 단단하니 맛있음. 25살 넘으면 철지난 크리스마스 케잌처럼 흐물거리기 시작,0.0
아주 하다하다 별ㅈ1ㄹ을 다떨고있네,0.0
보지마 조언 필요없어 게세끼들아,0.0
눈 코 입술 가슴 올튜닝 ㅠㅠ,0.0
얘 말하는거 너무 커여웡.. 입에 내꺼 물리고시펑,0.0
붕신같은 정책들,0.0
머리에 밀웜을 꽂고 다니노,0.0
ㅈ같이 생겼다 진짜,0.0
그래도 삼성 부장 정도면 연봉 몇억씩 받았을텐데 그리고 퇴직금도 오지게 받았을텐데 그거로 차라리 일용잡부 뛰면서 한달에 200정도 생각하고 나머지돈으로 생활비쓰지뭣하러 떡볶이집 오픈해서 고생하시냐.... 진짜 장사로 투자1.5억해서 1.5억 본전만 찾아도 다행인시대다게이들도 만약에 퇴직금 다해서 현찰 2억 정도 있으면 그돈 생활비로 야금야금쓰고 일용잡부 뛰거나 아님 뭐 월급쟁이 마트 직원 그런거라도해라어지간해서 사업하면 돈 까먹고 싹 다 망하는 세상임,0.0
미친.....,0.0
신호 안받다가 뒤졌음 좋겠냐?,0.0
개세이들,0.0
돈많은건 인정하지만 키라도 크던지? 김건모와 그어머니는 눈좀낮추셔야 장가갑니다,0.0
찌질이들 보기싫음 안보면 될것을 보면서 찡얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ,0.0
문재앙은 언제죽냐 범죄자ㅅㄲ들이 명줄은길더라,0.0
저게 어떻게 홍콩영화냐 시발ㄴㅋㅋ,0.0
페미 새끼들은 초중고딩이 다 들어다볼수 있는 카페 게시판이나 트위터에다가 아이돌 실명 언급하면서 ㄸㄲ충 만들고 능욕에 능욕에 고문까지 다 시키던데 이게 여혐이라고 하면 진짜 머리빻에 총 맞아야 한다 그런거 봤으면 진작에 남혐이라고 차단했어야 하는거 아닌가?ㅋㅋㅋ 여혐이라는 단어를 구사한다는 거 자체가 정신병이다,0.0
페미 망할놈들,0.0
와 시발난 작년에 30됫는데 좆소에서 나랑 1살위 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 모자른새끼처럼 갈궈서 빡치고 퇴사하고 1년가까이 히키생활중인데 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 첫인상부터 날 만만히보고 쉬펄..친구도 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,0.0
대깨문 게 3 끼 들 다 뒤 져라,0.0
개 젖같은 상황이 발생하는구나~~~,0.0
나베 미친년 이렇게 욕하시면 안됩니다.,0.0
같은 페미년들이 죽인것이지,0.0
화교년이였군 어쩐지 짱깨냄새가나더라,0.0
진짜 ㅋㅋ 댓글 꼬라지 보면 정말 '한'많은 한민족이 따로 없음 ㅋㅋ,0.0
여성폭력 이란 성별에 기반한 폭력으로 신체적·정신적 안녕과 안전할 수 있는 권리 등을 침해하는 행위로서 관계 법률에서 정하는 바에 따른 가정폭력 성폭력 성매매 성희롱 지속적 괴롭힘 행위와 그 밖에 친밀한 관계에 의한 폭력 정보통신망을 이용한 폭력 등을 말한다.조문을 왜 니 좇대로 해석함?,0.0
햐~~~ 시발 욕나오네,0.0
지금은 순 양아치새끼들 영끌해서 지랄같이 운전하드만,0.0
조센진 후쿠시마 수산물 안 사면 국민의힘 동원하여맨날 집회할거다,0.0
계집들은 대체로 이기적이더라,0.0
요즘은 이혼이 아주 벼슬이야~ 여기 또 이제아마 이상아.황은정 <- 이런여자들 나오겠다. 남자들 입장에선 이렇게 남탓하는 여자들만피해도 인생 반은 성공이지!,0.0
홍어들은 씨를 말려야함,0.0
좆셴 미개한 개돼지들이 원하는거임,0.0
닉갑 오지고 병신색기,0.0
댓글들이 개빻아서 성비를보니 여자 70프로 ㅋㅋㅋ,0.0
문재인아들도 관련있다던데 그래서 그랬나보군,0.0
성형으로 화장으로 속고 자식낳으면 또 통수 ㄷㄷ,0.0
일관성있게 지랄하면 훈장이라도 달아주냐,0.0
G랄 하네. 보자보자 하니까,0.0
진짜 좆같은 년들만 골라놧네,0.0
근데 개돼지 중 18% 이상이 음주운전 경험이 있어서 ㅇㅇ,0.0
기술협력도 해보겠다고 나대다가 미국에게 경고 처먹고 버로우 탔던 게 한국 놈들임.,0.0
다들 채식하자 ㅆㅂ 그러면서 고기를 먹는 나는 ㅠㅠ,0.0
기본대출권.기본소득.세금으로 다펴줄려는 개ㅡㄴ또라이.,0.0
빨렙들이 퍼오는 정치글들 제목 보기만 해도 역겨움,0.0
멀봐 이 좀마나 뭐 불만있어?,0.0
미투충들아 언론에 놀아나는 개병신들 미투는 니미 좠투다,0.0
짱개말은 다 구라 ㅋㅋ,0.0
우욱 씹 같은 도덕주위자들 누가 유교탈레반국 아니랄까봐,0.0
극단적 선택이 자살만 있는 것더 아니고 개나소나 극단적 선택이래 ㅋㅋ,0.0
저 새끼가 정치에 얼마나 관심이 있겠냐,0.0
지랄을한다,0.0
개코 너도 같은 ㅆㄹ이주제에 아닥해그냥 ㅉㅉ,0.0
쪽바리앞잡이야 너거나라가라 꺼져,0.0
뭔 씹선비의 나라가 되가고있냐 죴같은나라,0.0
요즘개념말아처먹은년들이많아서 여자한테 해주면 젊은자지한테 홀려서 집팔아먹을것같아서 못해주겠음 의외로 미친년들 진짜많다,0.0
대구경북 당선조건 : 매국노,0.0
얘도 뭐 입으로 훅 가겠네 조만간... 넷플릭스 스탠딩 나온다던데 거기서 짤되서 돌아다닐 헛소리 몇개 있으면 그냥 커뮤니티에서 씹히면서 빠빠잉~ 분위기 나올 듯,0.0
그래바야 오합지졸 가난한 그 지 새 기 들임 덤벼라 깨 문 새기들아,0.0
니애미씨발년,0.0
좌앙의 바이러스 꼴좋다,0.0
아니ㅋㅋ 좀 일반적인 것부터 제대로 만들고 혁신을 노려라 플래그쉽도 개판인데 뭔씹ㅋㅋ,0.0
꼬추 헐겠다,0.0
악플단 인간 말린꼴뚜기같은사람 만나길바란다,0.0
나중에 병원에서 돈 다 쓰고 뒤진다,0.0
악플단다는년삭씨 댓글 연연하지말고 스토리대로 연재해달라는놈 댓글 역겹다는놈 전부 말할것도 없아 ㅄ들이다ㅋㅋ 삭이그리는것도 아니고 불크가 그리는건데 저정도면 그냥 관심도 없고 머가리비우고사는수준이다,0.0
푸하하 고맙다 미친것들아 이렇게라도 웃게 만들어줘서,0.0
전세계 어디도 저렇게 돈 많이 들어가서 적자보는 의료 시스템은 없음!고로 이국종 또라이,0.0
쿵*쾅이들이 남자 가족 ID로 로긴 해서 댓글 다냐?,0.0
타고난 장사꾼 약쟁이,0.0
근데 그 요구권이 법개정으로인해 경찰들이 맘먹고 뻗대면 안먹히는게 문제다. 완전 검찰과 경찰의 수직관계가 이번 검경수사권조정 통과로 인해서 패러다임이 바뀌어버림. 시발 검사들 윤석열 욕 엄청많이하겠는데?,0.0
너 낚지 모르냐? 에구 엠생새끼 라면이나 많이 먹어라 끼니 거르지 말구,0.0
한걸레는 가난한 좃쭝똥일뿐입니다.,0.0
저 또라이...잘난척 겉멋은...에굴 불쌍타.구속해서 사형판결내려라,0.0
꼬우면 안보면 되쥬 왜 창작에 ㅆ선비질?,0.0
